BirdID,BTO,RingYear,LastSeenYea,BTOcount
947,K278137,1995,1998,1
946,K278136,1995,1995,1
945,K278135,1995,1995,1
944,K278134,1995,1995,1
943,K278133,1995,1997,1
942,K278132,1995,1998,1
941,K278131,1995,1998,1
940,K278130,1995,1995,1
939,K278129,1995,1995,1
938,K278128,1995,2001,1
937,K278127,1995,1995,1
935,K278125,1995,2007,1
934,K278124,1995,1995,1
933,K278123,1995,1998,1
932,K278122,1995,2003,1
931,K278121,1995,1997,1
930,K278120,1995,2013,1
929,K278119,1995,2005,1
928,K278118,1995,1995,1
927,K278117,1995,2003,1
926,K278116,1995,1995,1
925,K278115,1995,2001,1
924,K278114,1995,2000,1
923,K278113,1995,1995,1
922,K278112,1995,1999,1
921,K278111,1995,2003,1
920,K278110,1995,1996,1
919,K278109,1995,2005,1
918,K278108,1995,1995,1
917,K278107,1995,2001,1
916,K278106,1995,1998,1
915,K278105,1995,2004,1
914,K278104,1995,1999,1
913,K278103,1995,1995,1
912,K278102,1995,2008,1
911,K278101,1995,2010,1
910,K278100,1996,1996,1
909,K278098,1996,1999,1
908,K278094,1996,1999,1
907,K278092,1996,1997,1
906,K278090,1996,1996,1
904,K278087,1996,1998,1
903,K278086,1996,1996,1
902,K278085,1996,1996,1
901,K278084,1996,1997,1
900,K278083,1996,1998,1
899,K278082,1996,1996,1
898,K278081,1996,1997,1
897,K278080,1996,1996,1
896,K278079,1996,1998,1
895,K278078,1996,1997,1
894,K278076,1996,1999,1
893,K278075,1996,1997,1
892,K278071,1995,1995,1
891,K278069,1995,1995,1
890,K278068,1995,2000,1
889,K278067,1995,1996,1
888,K278066,1995,1997,1
887,K278065,1995,1997,1
886,K278064,1995,2000,1
885,K278063,1995,1996,1
884,K278062,1995,1998,1
883,K278061,1995,1995,1
882,K278060,1995,1995,1
881,K278059,1995,1995,1
880,K278058,1995,1999,1
879,K278057,1995,1998,1
878,K278056,1995,1998,1
877,K278055,1995,1998,1
876,K278054,1995,1996,1
875,K278053,1995,1995,1
874,K278052,1995,1995,1
873,K278051,1995,1997,1
872,K278050,1995,1996,1
871,K278049,1995,1995,1
870,K278048,1995,1997,1
869,K278047,1995,2010,1
868,K278046,1995,1998,1
867,K278045,1995,1998,1
866,K278044,1995,1998,1
865,K278043,1995,2001,1
864,K278042,1995,1996,1
863,K278041,1995,1998,1
862,K278040,1995,2005,1
861,K278039,1995,1995,1
860,K278038,1995,1998,1
859,K278037,1995,1999,1
858,K278036,1995,2001,1
857,K278035,1995,1998,1
856,K278034,1995,1999,1
855,K278033,1995,1997,1
854,K278032,1995,1997,1
853,K278031,1995,1999,1
852,K278030,1995,1996,1
851,K278029,1995,1998,1
850,K278028,1995,1998,1
849,K278027,1995,2003,1
848,K278026,1995,2000,1
847,K278025,1995,2000,1
846,K278024,1995,1998,1
845,K278023,1995,2007,1
844,K278022,1995,1998,1
843,K278021,1995,1995,1
842,K278020,1995,1996,1
841,K278019,1995,1996,1
840,K278018,1995,2002,1
839,K278017,1995,1995,1
838,K278016,1995,1997,1
837,K278015,1995,1998,1
836,K278014,1995,1997,1
835,K278013,1995,1999,1
834,K278012,1995,1995,1
833,K278011,1995,1999,1
832,K278010,1995,2005,1
831,K278009,1995,1996,1
830,K278008,1995,1996,1
829,K278007,1995,1998,1
828,K278006,1995,1998,1
827,K278005,1995,1998,1
826,K278004,1995,2002,1
825,K278003,1995,2006,1
824,K278002,1995,1996,1
823,K278001,1995,2003,1
821,K021862,1999,1999,1
814,K003914,1995,1995,1
813,K003913,1995,1995,1
812,K003912,1995,1998,1
811,K003911,1995,1999,1
810,K003910,1995,1995,1
809,K003909,1995,1998,1
808,K003908,1995,1995,1
807,K003907,1995,1997,1
806,K003906,1995,1995,1
805,K003905,1995,1999,1
804,K003904,1995,1995,1
803,K003903,1995,1997,1
802,K003902,1995,1997,1
801,K003901,1995,1997,1
800,JR58790,1983,1991,1
799,JR58786,1983,1997,1
798,JR58784,1983,1985,1
797,JR58775,1983,1985,1
795,JR58769,1982,1984,1
794,JR58766,1982,1998,1
793,JR58758,1982,1987,1
792,JR58757,1982,1996,1
791,JR58724,1981,1984,1
790,JR58718,1990,1991,1
796,JR587-7,1984,1984,1
789,JR58694,1981,1987,1
788,JR58692,1981,1988,1
786,J854498,1995,2008,1
785,J854496,1995,2009,1
784,J854495,1995,1997,1
782,J854491,1995,1997,1
781,J854490,1995,1998,1
91,B425150,1986,1986,1
90,B425149,1987,1987,1
89,B425148,1987,1987,1
88,B425147,1987,1987,1
87,B425146,1987,1987,1
86,B425145,1987,1987,1
85,B425144,1987,1987,1
84,B425143,1987,1987,1
83,B425142,1987,1987,1
82,B425141,1987,1991,1
81,B425140,1987,1987,1
80,B425139,1987,1987,1
79,B425138,1987,1991,1
78,B425137,1987,1999,1
77,B425136,1987,1991,1
76,B425135,1987,1987,1
75,B425134,1987,1996,1
74,B425133,1987,1991,1
73,B425132,1987,1991,1
72,B425131,1987,1987,1
71,B425130,1987,1991,1
70,B425129,1987,1987,1
69,B425128,1987,1991,1
68,B425127,1987,1996,1
67,B425126,1987,1990,1
66,B425125,1987,1987,1
65,B425124,1987,1998,1
64,B425123,1987,1998,1
63,B425122,1987,1987,1
62,B425121,1987,1987,1
61,B425120,1987,1991,1
60,B425119,1987,1987,1
59,B425118,1987,1987,1
58,B425117,1987,1987,1
57,B425116,1987,1987,1
56,B425115,1987,1987,1
55,B425114,1987,1987,1
54,B425113,1987,1993,1
53,B425112,1987,1987,1
52,B425111,1987,1987,1
51,B425110,1987,2003,1
50,B425109,1987,1987,1
49,B425108,1987,1987,1
48,B425107,1987,1987,1
47,B425106,1987,1987,1
46,B425105,1987,1987,1
45,B425104,1987,1987,1
44,B425102,1986,1998,1
43,B425101,1986,1987,1
42,B425082,1985,1997,1
41,B425081,1985,1985,1
40,B425080,1984,1996,1
39,B425079,1984,1989,1
38,B425078,1984,1989,1
37,B425076,1984,1991,1
36,B425075,1984,1990,1
35,B425073,1984,1986,1
34,B425070,1984,1991,1
33,B425064,1983,1991,1
32,B425063,1983,1983,1
25,B425056,1983,1996,1
30,B425061,1983,1986,1
29,B425060,1983,1997,1
28,B425059,1983,1991,1
27,B425058,1983,1985,1
26,B425057,1983,1983,1
19,65042,1997,1997,1
18,65041,1997,1997,1
17,65040,1997,1997,1
16,65037,1997,1998,1
15,65036,1997,1999,1
14,65035,1997,1997,1
13,65034,1997,1999,1
12,65031,1997,1997,1
11,65028,1997,1997,1
10,65027,1997,1997,1
9,65026,1997,1997,1
8,65025,1997,1997,1
7,65024,1997,1999,1
6,65020,1997,1998,1
5,65018,1997,1997,1
4,4178323,2000,2000,1
3,4178321,2000,2009,1
2,4178320,2000,2000,1
1,4178319,2000,2000,1
332,C922399,1990,1998,1
1603,N748919,2001,2005,1
1604,N748920,2001,2013,1
1605,N748921,2001,2015,1
1606,N748922,2001,2006,1
1607,N748923,2001,2015,1
1608,N748924,2001,2007,1
1609,N748925,2001,2003,1
1610,N748926,2001,2007,1
1611,N748927,2001,2012,1
1612,N748928,2001,2003,1
1613,N748929,2001,2001,1
1614,N748930,2001,2021,1
1615,N748931,2001,2001,1
1616,N748932,2001,2012,1
1684,N749000,2001,2011,1
1617,N748933,2001,2011,1
1618,N748934,2001,2001,1
1619,N748935,2001,2002,1
1620,N748936,2001,2001,1
1621,N748937,2001,2001,1
1622,N748938,2001,2001,1
1623,N748939,2001,2005,1
1624,N748940,2001,2001,1
1064,K278301,1996,1998,1
1065,K278302,1996,1998,1
1066,K278303,1996,1996,1
1067,K278304,1996,1998,1
1068,K278305,1996,1998,1
1069,K278306,1996,1996,1
1070,K278307,1996,1996,1
1071,K278308,1996,1996,1
1072,K278309,1996,1997,1
1073,K278310,1996,1998,1
1074,K278311,1996,2007,1
1075,K278312,1996,1996,1
1076,K278313,1996,1996,1
1077,K278314,1996,1996,1
1078,K278315,1996,1998,1
1079,K278316,1996,1997,1
1080,K278317,1996,1998,1
1081,K278318,1996,1998,1
815,K003915,1996,1997,1
816,K003916,1996,1998,1
817,K003917,1996,1996,1
818,K003918,1996,2002,1
819,K003919,1996,2005,1
820,K003920,1996,1997,1
1082,K278319,1996,1999,1
1083,K278320,1996,2008,1
1084,K278321,1996,1996,1
1085,K278322,1996,1996,1
1086,K278323,1996,1998,1
1087,K278324,1996,1996,1
1088,K278325,1996,2008,1
1089,K278326,1996,1996,1
1090,K278327,1996,1998,1
1091,K278328,1996,1997,1
1092,K278329,1996,1996,1
1093,K278330,1996,1996,1
1094,K278331,1996,1996,1
1095,K278332,1996,1998,1
1096,K278333,1996,1996,1
1097,K278334,1996,1996,1
1098,K278335,1996,1998,1
1099,K278336,1996,1996,1
1100,K278337,1996,1997,1
1101,K278338,1996,1997,1
1102,K278339,1996,1997,1
1103,K278340,1996,1998,1
1104,K278341,1996,1998,1
1105,K278342,1996,1997,1
1106,K278343,1996,1996,1
1107,K278344,1996,1996,1
1108,K278345,1996,1996,1
1109,K278346,1996,1996,1
783,J854492,1995,1998,1
654,J854363,1994,1998,1
770,J854479,1995,1997,1
936,K278126,1995,2008,1
645,J854354,1994,1998,1
521,J368428,1994,2000,1
1009,K278241,1995,1997,1
787,J854500,1995,1998,1
648,J854357,1994,1996,1
1625,N748941,2002,2002,1
1626,N748942,2002,2005,1
1627,N748943,2002,2002,1
1628,N748944,2002,2002,1
1629,N748945,2002,2008,1
1630,N748946,2002,2002,1
1631,N748947,2002,2002,1
1632,N748948,2002,2009,1
1633,N748949,2002,2009,1
1634,N748950,2002,2009,1
1635,N748951,2002,2007,1
1636,N748952,2002,2009,1
1637,N748953,2002,2008,1
1638,N748954,2002,2002,1
1639,N748955,2002,2002,1
1640,N748956,2002,2002,1
1641,N748957,2002,2009,1
1642,N748958,2002,2002,1
1643,N748959,2002,2009,1
1644,N748960,2002,2011,1
1645,N748961,2002,2009,1
1646,N748962,2002,2011,1
1647,N748963,2002,2002,1
1648,N748964,2002,2009,1
1649,N748965,2002,2006,1
1650,N748966,2002,2002,1
1651,N748967,2002,2008,1
1652,N748968,2002,2002,1
1653,N748969,2002,2002,1
1654,N748970,2002,2002,1
1655,N748971,2002,2002,1
1656,N748972,2002,2002,1
1657,N748973,2002,2002,1
1658,N748974,2002,2009,1
1659,N748975,2002,2009,1
1660,N748976,2002,2016,1
1661,N748977,2002,2002,1
1671,N748987,2002,2011,1
1726,P361964,2002,2015,1
1749,P361987,2002,2003,1
1752,P361990,2002,2010,1
1759,P361998,2002,2006,1
1662,N748978,2002,2002,1
1663,N748979,2002,2002,1
1664,N748980,2002,2009,1
1665,N748981,2002,2005,1
1666,N748982,2002,2004,1
1667,N748983,2002,2003,1
1668,N748984,2002,2003,1
1669,N748985,2002,2015,1
1670,N748986,2002,2006,1
1672,N748988,2002,2007,1
1673,N748989,2002,2004,1
1674,N748990,2002,2005,1
1675,N748991,2002,2003,1
1676,N748992,2002,2002,1
1677,N748993,2002,2005,1
1678,N748994,2002,2013,1
1679,N748995,2002,2002,1
1680,N748996,2002,2002,1
1681,N748997,2002,2002,1
1682,N748998,2002,2008,1
1683,N748999,2002,2004,1
1700,P361937,2002,2005,1
1701,P361938,2002,2002,1
1702,P361939,2002,2010,1
1703,P361940,2002,2003,1
1704,P361941,2002,2002,1
1705,P361942,2002,2005,1
1706,P361943,2002,2002,1
1707,P361944,2002,2019,1
1708,P361946,2002,2017,1
1709,P361947,2002,2005,1
1710,P361948,2002,2016,1
1711,P361949,2002,2005,1
1712,P361950,2002,2005,1
1713,P361951,2002,2002,1
1714,P361952,2002,2007,1
1715,P361953,2002,2002,1
1716,P361954,2002,2015,1
1717,P361955,2002,2016,1
1718,P361956,2002,2005,1
1719,P361957,2002,2005,1
1720,P361958,2002,2006,1
1721,P361959,2002,2006,1
1722,P361960,2002,2012,1
1723,P361961,2002,2004,1
1724,P361962,2002,2004,1
1725,P361963,2002,2005,1
1727,P361965,2002,2002,1
1728,P361966,2002,2005,1
1729,P361967,2002,2015,1
1730,P361968,2002,2006,1
1731,P361969,2002,2013,1
1732,P361970,2002,2002,1
1733,P361971,2002,2002,1
1734,P361972,2002,2002,1
1735,P361973,2002,2004,1
1736,P361974,2002,2004,1
1737,P361975,2002,2002,1
1738,P361976,2002,2002,1
1739,P361977,2002,2008,1
1740,P361978,2002,2009,1
1741,P361979,2002,2002,1
1742,P361980,2002,2008,1
1743,P361981,2002,2009,1
1695,P361932,2002,2006,1
1696,P361933,2002,2011,1
1697,P361934,2002,2007,1
1698,P361935,2002,2010,1
1699,P361936,2002,2006,1
1744,P361982,2002,2010,1
1745,P361983,2002,2004,1
1746,P361984,2002,2003,1
1747,P361985,2002,2004,1
1748,P361986,2002,2002,1
1750,P361988,2002,2015,1
1751,P361989,2002,2003,1
1753,P361991,2002,2011,1
1754,P361992,2002,2008,1
1755,P361993,2002,2002,1
1756,P361994,2002,2005,1
1758,P361996,2002,2005,1
1757,P361995,2002,2010,1
1760,P885901,2002,2006,1
1802,P885944,2003,2010,1
1803,P885945,2003,2016,1
1821,P885966,2003,2016,1
1801,P885943,2003,2013,1
1832,P885977,2003,2003,1
1805,P885947,2003,2010,1
1806,P885948,2003,2004,1
1807,P885949,2003,2003,1
1808,P885950,2003,2008,1
1819,P885961,2003,2012,1
1804,P885946,2003,2008,1
1824,P885969,2003,2015,1
1831,P885976,2003,2008,1
1828,P885973,2003,2006,1
1822,P885967,2003,2005,1
1823,P885968,2003,2008,1
1830,P885975,2003,2005,1
1825,P885970,2003,2007,1
1826,P885971,2003,2020,1
1827,P885972,2003,2013,1
1829,P885974,2003,2013,1
1800,P885942,2003,2007,1
1787,P885928,2003,2008,1
1820,P885965,2003,2015,1
1785,P885926,2003,2005,1
1775,P885916,2003,2007,1
1774,P885915,2003,2008,1
1776,P885917,2003,2008,1
1833,P885978,2003,2005,1
1777,P885918,2003,2009,1
1778,P885919,2003,2007,1
1779,P885920,2003,2008,1
1780,P885921,2003,2005,1
1781,P885922,2003,2005,1
1789,P885930,2003,2008,1
1784,P885925,2003,2005,1
1799,P885940,2003,2004,1
1786,P885927,2003,2003,1
1788,P885929,2003,2007,1
1790,P885931,2003,2008,1
1791,P885932,2003,2012,1
1792,P885933,2003,2005,1
1793,P885934,2003,2004,1
1794,P885935,2003,2004,1
1795,P885936,2003,2009,1
1796,P885937,2003,2007,1
1797,P885938,2003,2006,1
1798,P885939,2003,2010,1
1783,P885924,2003,2010,1
1809,P885951,2003,2008,1
1782,P885923,2003,2010,1
1858,R737510,2003,2009,1
1810,P885952,2003,2009,1
1811,P885953,2003,2003,1
1812,P885954,2003,2008,1
1813,P885955,2003,2007,1
1814,P885956,2003,2009,1
1815,P885957,2003,2003,1
1816,P885958,2003,2003,1
1773,P885914,2003,2005,1
1817,P885959,2003,2003,1
1847,P885997,2003,2004,1
1835,P885980,2003,2003,1
1836,P885981,2003,2003,1
1837,P885982,2003,2003,1
1838,P885983,2003,2003,1
1839,P885984,2003,2003,1
1840,P885985,2003,2003,1
1841,P885986,2003,2003,1
1842,P885987,2003,2013,1
1843,P885993,2003,2005,1
1844,P885994,2003,2013,1
1846,P885996,2003,2003,1
1834,P885979,2003,2003,1
1848,P885998,2003,2010,1
1849,R737501,2003,2004,1
1850,R737502,2003,2003,1
1851,R737503,2003,2009,1
1852,R737504,2003,2014,1
1853,R737505,2003,2003,1
1854,R737506,2003,2009,1
1855,R737507,2003,2003,1
1856,R737508,2003,2010,1
1857,R737509,2003,2014,1
1845,P885995,2003,2003,1
1818,P885960,2003,2003,1
335,ETIENNE,2003,2004,1
1761,P885902,2003,2003,1
1762,P885903,2003,2020,1
1763,P885904,2003,2013,1
1764,P885905,2003,2005,1
1765,P885906,2003,2012,1
1766,P885907,2003,2009,1
1767,P885908,2003,2007,1
1768,P885909,2003,2004,1
1769,P885910,2003,2009,1
1770,P885911,2003,2004,1
1771,P885912,2003,2003,1
1772,P885913,2003,2007,1
1685,P885941,2003,2010,1
164,C568755,1989,1989,1
1864,R737512,2003,2013,1
1865,R737513,2003,2007,1
1866,R737514,2003,2005,1
1867,R737515,2003,2008,1
1868,R737516,2003,2018,1
1869,R737517,2003,2015,1
1870,R737518,2003,2004,1
1871,R737519,2003,2009,1
1872,R737520,2003,2012,1
1873,R737521,2003,2006,1
1874,R737522,2003,2003,1
1875,R737523,2003,2003,1
1876,R737524,2003,2005,1
1877,R737525,2003,2019,1
1878,R737526,2003,2006,1
1879,R737511,2003,2004,1
1890,R737529,2003,2008,1
1881,R737531,2003,2015,1
1882,R737527,2003,2004,1
1883,R737528,2003,2003,1
1884,R737530,2003,2010,1
1885,R737532,2004,2004,1
1886,R737533,2004,2010,1
1887,R737534,2004,2015,1
1888,R737535,2004,2011,1
1889,R737536,2004,2004,1
1891,P361997,2002,2005,1
1892,P361999,2002,2005,1
1893,P361945,2002,2006,1
1894,P362000,2002,2003,1
1895,P885988,2003,2010,1
1896,P885990,2003,2004,1
1897,P885989,2003,2010,1
2728,HC20517,1973,1981,1
2729,HC20514,1973,1982,1
2730,JR58695,1981,1981,1
2731,HV10832,1981,1982,1
2732,HC20543,1973,1983,1
2733,JR58711,1981,1991,1
2734,BB85649,1981,1981,1
2736,JR58714,1981,1982,1
2737,JR58715,1981,1990,1
2738,JR58723,1981,1985,1
2739,JR58710,1981,1985,1
2740,HH35623,1974,1984,1
2741,HV10858,1973,1982,1
2742,JR58693,1981,1981,1
2743,JR58696,1981,1981,1
2745,HH35606,1974,1983,1
2746,HH35607,1974,1983,1
2747,HV10810,1975,1982,1
2748,JR58734,1981,1981,1
2749,HV10831,1981,1991,1
2750,JR58737,1981,1990,1
2751,HV10825,1978,1989,1
2752,JR58739,1982,1985,1
2753,JR58740,1982,1987,1
2754,JR58742,1982,1987,1
2755,JR58743,1982,1987,1
2756,JR58744,1982,1993,1
2757,JR58747,1982,1985,1
2758,JR58751,1982,1983,1
2759,JR58752,1982,1987,1
2760,JR58754,1982,1986,1
2762,JR58763,1982,1983,1
2763,JR58764,1982,1991,1
2764,JR58765,1982,1991,1
2765,JR58771,1982,1982,1
2766,JR58772,1982,1989,1
2767,NS20859,1982,1983,1
2768,NS20861,1982,1982,1
2769,NS20862,1982,1982,1
2770,NS20863,1982,1982,1
2771,NS20864,1982,1986,1
2772,XG81022,1981,1981,1
2773,XO83003,1985,1985,1
2774,XV86004,1986,1986,1
2775,XY86050,1986,1986,1
2776,XV87016,1987,1987,1
2778,XN87083,1987,1988,1
2779,NS20809,1982,1982,1
2780,NS20865,1982,1983,1
2781,R082038,1982,1987,1
2782,XO82015,1982,1982,1
2783,XO82049,1982,1982,1
2784,XO82052,1982,1984,1
2785,XO82113,1982,1982,1
2786,XB82025,1982,1982,1
2787,XB82047,1982,1982,1
2788,XL82058,1982,1984,1
2789,XN82004,1982,1982,1
2790,XN82017,1982,1982,1
2791,XN82018,1982,1982,1
2792,XN82028,1982,1985,1
2793,XN82058,1982,1990,1
2794,XN82072,1982,1982,1
2795,XW82024,1982,1987,1
2796,XW82050,1982,1982,1
2797,XW82074,1982,1982,1
2798,XW82101,1982,1983,1
2799,XL84002,1983,1983,1
2800,XO83002,1983,1983,1
2801,XG83003,1983,1983,1
2802,XV83004,1983,1983,1
2803,X830004,1983,1983,1
2804,XR83007,1983,1983,1
2805,XR83009,1983,1983,1
2806,XL83010,1983,1983,1
2807,XE83010,1983,1983,1
2808,XY83011,1983,1983,1
2809,XL83011,1983,1983,1
2810,XO83011,1983,1983,1
2811,XY83016,1983,1983,1
2812,XN82016,1983,1983,1
2813,XN83027,1983,1983,1
2814,XR83027,1983,1984,1
2815,XV83029,1983,1986,1
2816,XO83029,1983,1983,1
2817,XN83030,1983,1985,1
2818,XW83036,1983,1983,1
2819,XG83041,1983,1983,1
2820,XE83043,1983,1983,1
2821,XG83050,1983,1987,1
2822,XY84050,1983,1989,1
2823,XO83058,1983,1983,1
2824,XN83072,1983,1983,1
2825,XO83075,1983,1983,1
2826,XO88017,1988,1988,1
2827,XB83078,1983,1984,1
2828,XW83084,1983,1983,1
2829,XW83089,1983,1983,1
2830,XO83090,1983,1983,1
2831,XO83101,1983,1983,1
2832,XL84001,1984,1991,1
2833,XG84010,1984,1985,1
2834,XY84021,1984,1985,1
2835,XB84023,1984,1984,1
2836,XO84029,1984,1984,1
2837,XB84029,1984,1984,1
2838,XR84050,1984,1984,1
2839,XO84075,1984,1985,1
2840,XO84081,1984,1986,1
2841,XN84101,1984,1991,1
2842,XO84109,1984,1984,1
2843,XR90002,1990,1991,1
2844,LR91046,1991,1995,1
2845,RR91075,1991,1993,1
2846,XY93080,1993,1993,1
2847,XO94051,1994,1995,1
2848,XB95019,1995,1995,1
2849,K278291,1996,1996,1
2850,XE96021,1996,1996,1
2851,XY96032,1996,1996,1
2853,XE81022,1981,1981,1
2856,HH35736,1975,1982,1
2857,HH35737,1975,1983,1
2858,HV10874,1973,1982,1
2859,HV10876,1973,1986,1
2860,JR58712,1981,1984,1
2861,JR58702,1981,1981,1
2862,JR58759,1982,1986,1
2863,P361901,2002,2003,1
2864,P361902,2002,2002,1
2865,P361903,2002,2005,1
2866,P361904,2002,2002,1
2867,P361905,2002,2002,1
2868,P361906,2002,2002,1
2869,P361907,2002,2002,1
2870,P361908,2002,2003,1
2871,P361909,2002,2002,1
2872,P361910,2002,2002,1
2873,P361911,2002,2002,1
2874,P361912,2002,2002,1
2875,P361913,2002,2002,1
2876,P361914,2002,2002,1
2877,P361915,2002,2002,1
2878,P361916,2002,2003,1
2879,P361917,2002,2003,1
2880,P361918,2002,2002,1
2907,P361919,2002,2005,1
2908,P361920,2002,2003,1
2909,P361921,2002,2002,1
2910,P361922,2002,2002,1
2911,P361923,2002,2002,1
2913,P361924,2002,2002,1
2914,P361925,2002,2002,1
2915,P361926,2002,2002,1
2916,P361927,2002,2002,1
2918,P361928,2002,2002,1
2919,P361929,2002,2002,1
2920,P361930,2002,2002,1
2925,C568734,1988,1990,1
2926,C568770,1990,1990,1
2927,C568771,1990,1990,1
2959,R737537,2004,2010,1
2960,R737538,2004,2016,1
2962,R737542,2004,2007,1
2963,R737539,2004,2010,1
2964,R737540,2004,2008,1
2965,R737541,2004,2011,1
2966,R737543,2004,2018,1
2967,R737544,2004,2004,1
2968,R737545,2004,2013,1
2969,R737546,2004,2004,1
2970,R737547,2004,2005,1
2971,R737548,2004,2007,1
2972,R737549,2004,2004,1
2973,R737701,2004,2005,1
2974,R737703,2004,2017,1
2975,R737704,2004,2006,1
2976,R737702,2004,2010,1
2977,R737705,2004,2006,1
2978,R737550,2004,2013,1
2979,R737551,2004,2004,1
2980,R737552,2004,2008,1
2981,R737706,2004,2007,1
2982,R737707,2004,2008,1
2983,R737708,2004,2008,1
2984,R737709,2004,2009,1
2985,R737711,2004,2010,1
2986,R737712,2004,2015,1
2987,R737710,2004,2004,1
2988,R737713,2004,2010,1
2989,R737714,2004,2012,1
2990,R737715,2004,2010,1
2991,R737716,2004,2017,1
2997,R737553,2004,2007,1
2998,R737554,2004,2013,1
2999,R737555,2004,2004,1
3000,R737762,2004,2007,1
3001,R737761,2004,2005,1
3002,R737760,2004,2013,1
3003,R737758,2004,2007,1
3004,R737759,2004,2004,1
3005,R737764,2004,2009,1
3006,R737763,2004,2004,1
3007,R737556,2004,2013,1
3008,R737753,2004,2004,1
3009,R737754,2004,2006,1
3010,R737755,2004,2005,1
3011,R737756,2004,2006,1
3012,R737757,2004,2004,1
3013,R737765,2004,2004,1
3014,R737766,2004,2004,1
3015,R737767,2004,2005,1
3016,R737768,2004,2004,1
3017,R737769,2004,2007,1
3018,R737770,2004,2005,1
3019,R737747,2004,2009,1
3020,R737749,2004,2007,1
3021,R737746,2004,2008,1
3022,R737745,2004,2014,1
3023,R737752,2004,2004,1
3024,R737751,2004,2007,1
3085,R737750,2004,2017,1
3086,R737748,2004,2018,1
3087,R737736,2005,2021,1
3088,R737737,2005,2005,1
3089,R737738,2005,2020,1
3090,R737739,2005,2008,1
3091,R737740,2004,2007,1
3092,R737741,2004,2007,1
3093,R737742,2004,2013,1
3094,R737743,2004,2018,1
3095,R737744,2004,2004,1
3096,R737557,2004,2005,1
31,B425062,1983,1995,1
21,B425012,1983,1996,1
20,B425002,1983,1984,1
24,B425051,1983,1990,1
22,B425042,1983,1997,1
23,B425044,1983,1996,1
3444,R737771,2005,2010,1
3445,R737735,2005,2008,1
3446,R737733,2005,2010,1
3447,R737732,2005,2006,1
3448,R737734,2005,2005,1
3449,R737731,2005,2009,1
3450,R737730,2005,2007,1
3451,R737728,2005,2017,1
3452,R737727,2005,2007,1
3453,R737729,2005,2013,1
3454,R737724,2005,2011,1
3455,R737723,2005,2007,1
3456,R737726,2005,2022,1
3457,R737725,2005,2008,1
3458,R737720,2005,2010,1
3459,R737719,2005,2005,1
3460,R737718,2005,2008,1
3461,R737722,2005,2007,1
3462,R737721,2005,2020,1
3463,P885991,2005,2007,1
3464,R737717,2005,2008,1
3465,R737558,2005,2006,1
3466,R737559,2005,2007,1
3467,R737560,2005,2006,1
3468,R737567,2005,2005,1
3469,R737564,2005,2006,1
3470,R737566,2005,2007,1
3471,R737563,2005,2015,1
3472,R737561,2005,2006,1
3473,R737562,2005,2013,1
3474,R737565,2005,2006,1
3477,R737569,2005,2015,1
3478,R737568,2005,2006,1
3479,R737573,2005,2007,1
3480,R737570,2005,2005,1
3481,R737572,2005,2013,1
3482,R737571,2005,2005,1
3483,R737574,2005,2005,1
3484,R737575,2005,2007,1
3485,R737576,2005,2015,1
3486,P885992,2005,2020,1
3487,R737774,2005,2008,1
3488,R737775,2005,2005,1
3489,R737773,2005,2007,1
3490,R737772,2005,2017,1
3491,R737778,2005,2014,1
3492,R737776,2005,2006,1
3497,R737777,2005,2019,1
3498,R737780,2005,2007,1
3499,R737781,2005,2006,1
3500,R737779,2005,2009,1
3501,R737785,2005,2008,1
3502,R737784,2005,2005,1
3503,R737783,2005,2005,1
3504,R737782,2005,2006,1
3505,R737786,2005,2009,1
3506,R737788,2005,2005,1
3507,R737789,2005,2013,1
3508,R737790,2005,2005,1
3509,R737791,2005,2005,1
3510,R737603,2005,2005,1
3511,R737601,2005,2005,1
3512,R737602,2005,2005,1
3513,R737793,2005,2006,1
3514,R737794,2005,2006,1
3515,R737792,2005,2010,1
3516,R737674,2005,2010,1
3517,R737797,2005,2012,1
3518,R737796,2005,2013,1
3519,R737798,2005,2010,1
3520,R737795,2005,2006,1
3521,R737799,2005,2005,1
3522,R737582,2005,2013,1
3523,R737578,2005,2007,1
3524,R737579,2005,2015,1
3525,R737580,2005,2007,1
3526,R737577,2005,2007,1
3527,R737581,2005,2007,1
3529,R737584,2005,2006,1
3530,R737583,2005,2015,1
3531,AM19408,2005,2009,1
3532,AM19411,2005,2009,1
3533,AM19401,2005,2005,1
3534,AM19405,2005,2011,1
3535,AM19406,2005,2011,1
3536,AM19407,2005,2008,1
3537,AM19402,2005,2009,1
3541,AM19409,2005,2005,1
3542,AM19414,2005,2006,1
3543,AM19416,2005,2006,1
3544,AM19410,2005,2009,1
3545,AM19413,2005,2005,1
3546,AM19403,2005,2011,1
3547,AM19404,2005,2011,1
3548,AM19426,2005,2007,1
3549,AM19428,2005,2005,1
3550,AM19429,2005,2008,1
3552,AM19427,2005,2005,1
3554,AM19415,2005,2009,1
3555,AM19418,2005,2008,1
3556,AM19417,2005,2009,1
3557,AM19419,2005,2009,1
3558,AM19421,2005,2005,1
3559,AM19423,2005,2005,1
3560,AM19420,2005,2005,1
3561,AM19422,2005,2008,1
3562,AM19424,2005,2005,1
3563,AM19425,2005,2009,1
3564,R737800,2005,2007,1
3565,R737667,2005,2005,1
3566,R737678,2005,2007,1
3567,R737673,2005,2014,1
3568,R737666,2005,2005,1
3569,R737675,2005,2010,1
